"Cell01" "Cell02" "Cell03" "Cell04" "Cell05" "Cell06" "Cell07" "Cell08" "Cell09" "Cell10" "Cell11" "Cell12" "Cell13" "Cell14" "Cell15" "Cell16" "Cell17" "Cell18" "Cell19" "Cell20" "Cell21" "Cell22" "Cell23" "Cell24" "Cell25" "Normal"
"SPAG9" 16.4393 2.2364 5.52202 6.40499 6.32504 0.0298634 8.28178 7.47142 0.691437 0 10.5592 0.057684 2.02747 0 3.73614 4.3099 0 6.23552 1.44219 0.0660665 16.6895 0 1.94322 0 0 0
"SPARC" 0 0 0 0 0 0.0681266 0 0 0 0.125362 0 0 0.188666 0 0 0 0 0.0698757 0 1.28088 0 0 0 0 0 0
"SPARCL1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.45533 0 0 0 0 0 0 0 0
"SPAST" 0 4.07528 0 0 6.58591 0 1.84335 1.64225 0 0 0 0 0 0 0 0.526214 0 0 0 0 0.0670669 8.11179 0.0321931 0 0 0
"SPATA13" 0.0659491 0 0.0669466 5.42117 0.0624172 26.2122 0 0 0 0 0 0 19.1838 67.8805 0 0 0.0624836 0.122166 0 10.4699 0 0 0 0 0 0
"SPATA18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.186959 0 0 0 0 0 0
"SPATA2" 0 5.37634 0 0.807386 0 0 1.27753 0 4.97956 0.991529 0 0 0 0 0 0 0 0.675533 2.57815 0.0662249 0 0 1.10926 0 0 0
"SPATA20" 2.0196 8.25202 0 0.945977 0 0 0 0 0 0 5.38956 0 0 51.3051 1.44823 14.819 0 0 1.80562 0 11.9991 8.61869 1.41142 24.1941 0 0
"SPATA24" 29.213 12.3275 0 0 0 0 0 0 6.65648 10.8474 0 24.4147 0 0 0 0 0 0 2.95677 0 0 2.81173 0 0 0 0
"SPATA25" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.0621 0 0 0 0 0
"SPATA2L" 0 0 0 0 0 0.539239 0 0 0 0 0 0 0 0 0.418157 0 0 0 0 17.7716 0 0 3.41033 0 0 0
"SPATA33" 0 1.50457 0 0.566476 0 0 0 0 0 0 0 0 0.263053 0 0.161979 0.107943 0 0 0 35.1261 0 0 0 0 0 0
"SPATA41" 3.94096 22.6399 1.43425 0.859111 1.06292 0 0 2.6453 0 3.59561 0 0 0 0 16.424 0 0 0 0 0 0 0.0750198 9.22151 0 0 0
"SPATA5" 0 0 0 0 0 0 0 0 0 0 0 0 0.0403361 0 0 1.84616 0 0 0 0.0322058 0 1.50635 0 0 0 0
"SPATA5L1" 0 8.13561 0.163828 0.491382 9.90867 0 0 0.188821 1.12796 0 0 0 0 0 0 0 4.19948 0 0 0 0 0 13.3953 0 0 0
"SPATA6" 0 0 0 5.7174 0 0 0 0 0 4.18754 4.81621 0 0 0 0 0 0 5.32097 0 0 0 11.7632 4.95752 22.6892 0 0
"SPATA6L" 0 0 0 0 0 0 0 0 0 0 0 0 0.0901936 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPATA7" 0 14.4971 1.93636 0 0 0 0 0 0 0 0 0 0 0 0 4.62673 0 0 26.682 0.148445 0 6.47449 0 0 0 0
"SPATC1L" 0 0 0 0 0 0 0 0.468816 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPATS2" 0.533369 14.5093 0 0 36.3153 0.449618 0 66.4198 0 2.83589 0 2.6708 0.0889426 64.6606 7.2189 7.84834 45.7041 0 0.112834 38.9285 0 9.18539 0 56.22 0.167014 176.46
"SPATS2L" 36.0091 61.1405 82.8468 25.2424 67.1061 39.2645 0.156179 62.8546 76.5345 98.5536 52.0351 59.73 62.9569 135.4 24.731 42.3558 60.0835 40.7483 105.247 26.721 0.279005 37.8688 67.2514 48.969 45.3414 0.0439439
"SPC24" 0 31.3085 0 0 0 0 18.7292 0 0 0 0 0 0 0 0 0 0 0 0 3.33247 0 0 14.442 0 0 0
"SPC25" 0 34.4078 0 0 0 5.21979 37.9852 0.788238 0 0 0.402095 0 0.832893 0 0 0 0 0.415209 0 7.54845 0.286466 0 0 0 1.57054 0
"SPCS1" 49.2909 48.54 162.52 267.269 142.584 81.3239 9.34604 64.0336 147.219 130.319 174.954 132.44 86.5428 295.12 40.8652 84.5854 98.1292 111.64 162.805 5.74625 84.5087 100.044 131.915 20.4486 261.169 741.363
"SPCS2" 41.9392 45.3366 7.45826 26.253 24.1492 0 2.82079 2.32996 54.5557 35.4484 36.437 77.0582 1.65608 16.4251 0.802656 14.9445 48.8139 18.3375 49.0855 2.34074 0 16.8941 65.4211 48.9795 0 316.222
"SPCS3" 8.28723 2.20066 10.3608 5.48757 4.04375 0 0 1.73531 2.94491 2.1255 9.28559 9.75388 0 0 0 0.0840916 1.11531 5.27805 6.00033 7.0337 0 7.4108 0.504448 6.329 12.7068 0
"SPDL1" 0 11.2074 9.47815 5.36972 0 0 0 14.3953 0.181261 12.0707 0 0.2717 0 0 0 0 0 0 0 0 0 0 7.64709 0 0 0
"SPDYC" 0 0 0 0 0 0 0 0 27.8225 0 0 0 0 0 0 0 0 7.3589 0 0 0 0 0 42.2317 0 0
"SPDYE1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.2736 0
"SPDYE3" 0 0.115768 0 0 0 0 0 0 0 0 0 0 0 0.246336 0 0.0412952 0 0.238141 0 0 0 0 0 0.548544 0 0
"SPDYE5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.362655 0 0 0 0 0 0 0 0 0 0 0
"SPDYE6" 0 0.234682 0 0 0 0 0 0 0.758724 0 0 0 0 0 2.58294 0 0 0 0 0 0 0 0 0 0 0
"SPDYE8P" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.92873 0 0 0 0 0
"SPECC1L" 0 0.430387 0.0969942 0.484742 3.34467 0.230213 0 0.670891 0 0 0 0 0 0 1.33819 0 0 0 0 3.8828 0 7.12314 0 0 1.60613 0
"SPECC1L-ADORA2A" 5.88078e-130 0 0 0 1.09427e-129 0 0 0 3.85627e-269 1.09038e-234 0 0 0 0 3.07513e-89 1.18709e-284 0 0 0 0 0 0 0 1.34558e-192 1.04078e-11 0
"SPEG" 0 0 0 0 0 0 0 0.0428838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPEN" 0 1.03392 0 0 0.603436 0.0961472 0 0.0372561 0.0370657 0.141067 0 0.0371228 0 0 0.0372442 5.76544 0 0 0 0.148875 0 1.98845 0 0 1.79832 0
"SPG11" 0 13.2023 0 2.92061 3.55381 1.6903 0.085012 0 0.061529 2.51652 0 0.277202 2.60639 0 0.339776 10.1787 0 10.9666 1.81981 8.74768 0 2.62786 4.13127 0 0 0
"SPG20" 0 0 0 0 0 0 0 0 0 0 0 0.0483006 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPG21" 121.739 84.8348 104.392 62.1545 84.9758 13.4939 0 38.5265 62.4176 56.1439 122.736 88.4482 0.439227 86.5133 9.85373 117.712 155.926 97.5882 62.7077 0 0.226528 490.963 52.9531 46.3413 16.1306 0
"SPG7" 1.3265 17.3205 0 12.5192 1.03067 8.37938 7.87076 2.95057 8.65096 7.93618 0.593979 0.463311 0 0 0 2.42877 53.803 13.863 0 24.8891 0.113926 23.8266 6.4096 0 1.1376 0
"SPHAR" 1.2469e-89 7.24232e-27 0.0011023 9.87282e-12 1.38575e-38 0 0 0 0 5.49869e-57 3.33807e-126 4.95097e-125 0 0 0 0 5.01424e-103 3.5009e-27 0 0 0 1.08742e-299 0 1.42574e-34 0 0
"SPHK1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.112047 0 0 0 0 0 0 0 0 0
"SPHK2" 0 3.76993 4.08186 2.38045 5.06313 0 0 30.0118 0 0 0 20.6876 0 0 0 3.01275 0 0.10346 0 0 4.59845 0 0 4.64572 13.6219 0
"SPIB" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.058294 0 0 0 0 0 0 0 0 0
"SPIC" 0 0 0 0 0 0 0 0 0 0 0 20.0427 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPICE1" 0 0 4.15298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.150885 0 0 0
"SPIDR" 0 9.52173 2.11694 4.37729 13.283 0 0 32.7891 0 19.4555 0 0 0 0 0 9.42474 0 0.64389 6.37492 0 0 10.2432 2.8296 0 0 0
"SPIN1" 0.0884837 12.5957 29.821 7.00265 20.6753 0 0 32.6152 17.4078 38.7095 23.5995 12.2638 0.0738282 199.276 0.0516451 21.7503 0.041899 27.9156 13.5299 0 0 56.5561 8.91772 0.377626 0 0.120136
"SPIN2A" 0 0 0 0.349504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPIN2B" 0 0 0 6.65864 0 0 0 0 15.6306 0 0 0 0 0 37.5105 5.15482 0 0 0 0 0 5.92215 0 0 18.1265 0
"SPIN3" 0 2.47585 0 0.456807 15.5911 0 0 0 0 0 0 7.55087 0 0 0 0 0 1.43682 0 0 0 19.4111 0 0 0 0
"SPIN4" 0 2.11975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPINK1" 0 0 6.59862 13.2919 0 0 0 0 0 0 0 0 42.2419 0 0 0 0 0 6.65734 0 0 0 93.5786 0 0 0
"SPINK5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.72577 0 0 0 0 0
"SPIRE1" 0 0 0 0 2.66544 12.2146 0 0 0 24.4375 0 0 0 0 0 0 0 0 0 0.312946 0 3.79866 0 0 0 0
"SPIRE2" 0 0 0 1.40712 0 12.44 0 0 0 0 0 0.146769 0 0 0 0 6.86143 0 0 0 0.108289 2.25826 2.18656 0 0.789129 0
"SPN" 0 0 0 0 0 0.0343887 0 0 0 0 0 0 0.0476328 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPNS1" 30.0955 1.75185 5.05182 5.29687 28.3764 4.02408 0.17274 19.7742 0.251797 5.03714 0 13.7183 10.5983 41.7392 16.2354 23.0666 2.68513 0.662583 6.04973 0 31.1265 53.645 8.3994 0.46077 0.675543 0
"SPON2" 0 8.82641 11.9101 24.058 43.5663 3.15682 37.4791 64.2333 32.3664 27.3377 33.5091 84.9124 148.314 6.57454 37.4296 33.8029 23.1941 20.257 53.0076 6.03018 117.963 40.5237 44.7638 35.21 3.60722 0
"SPOP" 0 15.5219 17.3578 7.17056 8.94702 0 0.108355 0 11.3563 4.0709 0 3.20797 0.117606 66.4339 2.88271 15.0241 0 20.2453 18.4456 0.0939465 0 28.9087 21.1845 38.288 0 0
"SPOPL" 0 0.624277 0 0.913679 1.63902 13.114 0 0 0 0 0 0 0.0578448 0 0 0 0 7.78366 0 0 0.119262 1.60144 1.40218 0 0 149.737
"SPP1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59.2703 0 0 0
"SPP2" 81.497 29.1584 149.691 81.8649 24.3194 0 0 259.559 0 34.017 0 30.3468 0 0 0 165.745 130.806 116.796 67.9509 0 0 0 6.413 261.955 0 0
"SPPL2A" 108.049 8.43635 0 24.2307 28.153 0 0 0 7.94791 24.5718 9.94438 2.35541 0 1.90585 0 4.10503 0.403076 57.5258 15.7415 0 0 53.3224 13.8145 0 0 0
"SPPL2B" 0.756136 2.04338 3.07056 2.19233 0.919323 17.8869 0 2.90803 4.15062 4.5472 0 0.0628621 0 0 18.7798 0 0 0 0.742679 0 0 3.18386 0.133828 0 70.1885 0
"SPPL3" 0 0.527644 4.55841 5.44775 8.40203 0 0 15.651 0 4.5412 0.116756 1.70531 0 0 0 9.22132 0 0 0 9.03877 0 3.66694 11.2896 4.58256 0 0.662793
"SPR" 48.2922 0 7.44683 40.6625 13.8172 12.9814 29.2353 0 3.20863 0 67.3066 3.19765 2.27598 75.5624 0 11.3747 0.144367 17.9416 105.242 0 0 30.9048 66.1059 0 0 0
"SPRED1" 0 0 0 0 0 0 0 0 0 0 0 0 1.86097 0 0 0 0 0 0 0 0.0467887 0 0 0 0 0
"SPRED2" 0 0 0 0 16.4171 0 0 0 0 0 0 0 0.0822478 0 0 0 0 0 1.40857 0 0 0 0 10.943 0 0
"SPRN" 0 0.348706 0 1.30983 0 1.24258 0 0 0 0.285999 0 0 0.430101 0 0 0 0 0 0.68229 0 0 0.29836 1.49258 0 0 0
"SPRTN" 0 2.97173 0 0 4.4829 0 0 0 0 0 0 0.0660819 0 0 9.86438 0.0836772 0 0 0 0 0 0 10.9227 0 14.9391 0
"SPRY1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.464406 0 0 0 0 0 0 5.46525 0 0 0 0
"SPRY2" 0 7.78232 0 0 5.88497 0 0 0 0 0 0 0 0 0 0 0.258311 0 0 0 0 0 0 0 0 0 0
"SPRY4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0779435 0 0 0 0 0 0 0 0 0 0
"SPRYD3" 0 2.40341 0 6.41567 1.32757 0 0 0 5.89022 1.71222 3.52901 14.4739 0 0 0.818828 7.76133 6.51529 0.954268 6.0136 0 0 2.19196 14.6203 0 0 0
"SPRYD4" 37.9135 6.53255 28.6613 51.7927 30.644 0 0 139.394 11.0453 31.9685 73.3489 128.937 0 0 0 20.9134 56.5537 20.9264 54.0649 1.74033 0 7.45811 52.5416 15.915 11.3446 0
"SPRYD7" 0 4.8347 2.46542 4.02116 0.4003 0 0 0 0.164436 0.156435 0 0.493157 0 0 0 1.06759 0 0.868226 10.9816 0 0 0 3.51584 0 0 0
"SPSB1" 0 1.89549 0 4.00513 6.83885 6.09444 0 0 3.98336 3.20657 0 0 0 0 1.91743 0.676143 0 12.429 0.208613 10.4166 0 11.4797 2.06459 0 0 0
"SPSB2" 0 0 5.55423 0.389842 9.02096 0 0 0 0 0 0 0 12.6621 0.245157 85.7893 0 0 0 0 16.3765 23.8476 23.7316 6.80912 0 0 0
"SPSB3" 6.86948 1.2865 2.32456 18.8927 0 1.19931 0 21.1441 0 0.635019 0 15.807 12.3239 0 0.166185 26.3582 0 0 9.0458 15.3471 0 28.2804 0 1.83085 23.2175 225.952
"SPTAN1" 9.03899 7.01567 18.9121 23.8413 23.6286 28.5364 12.2349 27.431 3.8568 9.72991 13.632 12.3159 2.43374 41.5033 7.48167 9.02241 6.75615 26.1633 4.6005 13.8708 4.49845 1.79933 23.7729 0 5.66725 0.0340212
"SPTBN1" 6.57693 5.54972 1.61152 4.46072 4.77748 3.23067 0 23.6577 24.7824 0.677325 0 1.18074 0 0.366338 3.9363 1.48723 0 2.36035 0 0 0 0 11.7087 2.20351 0.067691 0
"SPTBN2" 0 0 0 0.0507102 0 1.38714 0 3.04046 0 0.0553458 0 0 0 0 0.0292062 0 0 0 0 0 0 0 0.0619496 0 0.156708 0
"SPTBN5" 6.25121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPTLC1" 4.53284 42.6733 38.1282 43.4833 6.28633 21.2897 0.117091 52.0948 10.9633 10.7244 0.174756 24.8731 22.5077 0 30.6248 14.0738 0 0.451412 37.181 0.097161 0 37.5697 85.2028 7.17463 22.4128 0
"SPTLC2" 0 3.51341 0 2.09914 3.73601 0.232253 0 0 0.33599 0.692632 0 0.0280341 0 0 0 0.0154672 0 0.118823 0 0.160544 0 5.61789 0 0 0.0754324 0
"SPTLC3" 10.1028 22.1822 13.3537 8.22235 21.795 0.0633692 0.084461 0 0.122526 27.3938 0 6.06632 0 87.1145 0 14.4035 0 22.0273 40.52 0 0 15.0218 1.47783 3.59276 0 0
"SPTSSA" 15.7923 60.8616 23.8802 42.4084 8.54578 0 31.4902 2.50441 13.4143 9.11518 4.72303 22.6888 0 12.5042 0 11.0414 16.7329 13.8166 19.8972 0 0 26.8073 20.8547 73.3423 0 0
"SPTY2D1" 0 0.624277 0 0 0 0 0 0 9.99813 0 0 1.53329 0 0 0 11.6435 0.0328109 0 2.12683 0 0.0596309 6.20557 3.00468 0 17.4757 0
"SPTY2D1-AS1" 0 0 0 0 0 0 0 0 0 0 0 0.361627 0.257352 0 0 0 0 0 0 0 0 0 0 0 0 0
"SPX" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.0767 0 0 0 0
"SQLE" 194.852 89.0903 87.3067 13.2666 45.7761 0 0 0.161105 77.4065 45.1295 3.4567 19.6246 13.7516 0.0878955 2.24593 0 115.789 147.26 81.8895 0.0915424 0 51.6092 12.332 119.486 0 58.059
"SQRDL" 3.10385 53.4531 64.7128 20.1195 41.882 0 0 3.63766 0.2783 51.8858 0 0 0 0 5.55195 22.071 0 16.0766 10.1975 10.4476 0 2.89718 34.2979 16.8026 0 0
"SQSTM1" 230.561 122.769 185.35 198.615 96.4569 235.029 278.877 495.007 272.787 355.985 274.41 120.788 179.929 606.038 203.295 251.909 456.915 174.08 289.899 157.025 76.7423 113.687 277.217 129.112 324.41 0
"SRA1" 6.98527 22.3654 18.1646 26.2498 52.2359 18.8134 48.1774 80.9626 2.12547 33.218 53.5411 38.6365 4.27213 5.54999 35.4554 0.464333 29.409 30.8088 36.7631 0 0 0 29.0572 0 2.25514 0
"SRBD1" 0 7.12042 0 0 3.21839 0 0 19.2757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.71132 0 0 0
"SRC" 0 0 0 0.506963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRCAP" 1.15617 0 0 0.037833 0 0 0 0.0436191 0 0 0 0 0 0 5.27516 0 0 0 0 2.86284 0 1.85371 0 0 0.350851 0
"SRCRB4D" 0 7.16124 9.86855 0 3.8968 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.15499 0 0 0 0 0 0
"SRD5A1" 0 2.67951 0 0.566655 0 0 0 0 0 5.15644 0 0 0 0 0.866641 8.18597 0 0.344793 0 0 0 8.49495 0.230513 0 0 0
"SRD5A2" 0 0 12.1543 0 11.4688 0 0.136965 0 0 0 0 0 0 0 0 0 0 27.9929 16.9817 3.75071 0 0 0 0 0 0
"SRD5A3" 0 2.58184 3.11003 0 0 0 0 0 12.3111 0 1.06383 0 0 0 6.63168 4.66773 0 0 0.313662 0 0 0 0 0.421755 0 0
"SREBF1" 0.569712 0.146636 0.908832 0.495444 0.770055 0.588576 0 0 0.378932 4.77742 0 0.379197 0 1.50761 0 0.287691 1.38759 0.301478 6.07311 6.2928 1.89082 3.62195 0 0 0 0
"SREBF2" 11.0497 18.2767 16.5436 11.5178 16.3998 3.87748 0 16.8245 19.909 15.7568 3.25851 4.40792 0.379069 0.241695 2.25363 7.7827 38.7103 16.7272 21.2293 0.958586 0 17.6704 2.93863 4.19915 0.237125 0
"SREK1" 0 1.62702 1.83256 2.54038 5.56758 0 0 0 0 0 0 0.033905 5.93491 0 5.74895 0 4.35847 3.16359 3.76164 0 17.05 14.472 3.91435 0 0 0
"SREK1IP1" 0.518519 0.51925 0 0.116896 0 0 0 0 0.938685 0 0 0 2.40643 0 0.269238 0.518464 2.4016 0.035566 0 0 0 0 0 0 5.68844 0
"SRF" 0 1.29907 0 3.65924 1.24999 0 0 0.281397 0 9.05489 0 3.21904 0 0 0 0.308914 6.08796 0 3.24114 0 0 3.54263 0 0 0 0
"SRFBP1" 0 0 7.24307 5.02445 12.1078 0 0 0 0.169598 2.09748 0 0 0 0 0.16972 0 0 0 0 0 0 0 0 0 0 0
"SRGAP1" 0 0 0 0.328866 0.745435 0 0 0 2.37122 0 0 0 0 0 0 1.65231 0 0 0 0.0309031 0 0 0.0956588 0 0 0
"SRGAP2" 0 3.29162 0 0 0 2.40244 0.213482 0.155387 0.0772932 0 0 0 0.942795 0 0.930829 0 0 0 0 0.491008 0 3.76129 0.164596 0 1.66498 0
"SRGAP2B" 0 1.55747e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.43433 0 0 0 0 0 0
"SRGAP2C" 0 3.41521e-10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.97722e-07 0 5.87806e-05 0 0 0 0
"SRGAP2D" 0 0.164518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.2746 0 0 0 0
"SRGN" 0 0 0 0 0 0 0 0 0 14.6029 0 0 0 0.271846 0 0 0 0 0 1.68231 0 0.737514 0 0 0 5065.52
"SRI" 31.5255 48.5986 25.5788 82.0979 58.6468 1.28644 59.0252 38.1887 106.278 49.3685 0.256342 25.369 6.05323 0 37.9302 44.7817 82.1847 49.9847 62.3059 62.7584 0.183478 106.871 49.737 120.037 0 170.945
"SRM" 0 3.2239 0 7.29192 23.6373 0 5.71161 27.377 5.86421 9.56135 0.429637 22.9369 13.9291 0.229299 8.73575 18.0719 0 18.6336 38.693 6.63663 0 1.03688 8.73928 0 45.8439 0
"SRP14" 90.7507 148.718 326.68 93.6454 188.156 83.1202 136.525 286.425 404.404 290.302 267.629 234.673 55.5604 589.309 70.5732 255.133 415.384 100.616 249.639 62.832 0 235.449 124.011 346.863 77.0707 0
"SRP14-AS1" 0 0 0 3.54548 0 0 0 11.1533 0 0 0 0 0.136724 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRP19" 1.20338 7.03025 0.648698 11.6097 22.2001 0 1.01834 1.50109 0 31.0399 43.9254 5.94536 22.0267 188.104 0 2.56555 48.0319 4.46132 22.0189 0 0 24.3355 12.666 23.7321 20.6427 499.283
"SRP54" 10.8149 20.5015 15.176 8.24281 6.92753 0 0 118.035 0 20.7621 8.31783 10.3092 0 0 0 42.7349 18.9982 18.0102 67.6847 0.128208 0 30.4661 51.3649 0 0 0
"SRP68" 7.08041 24.909 12.2046 25.7271 21.0276 9.49395 36.973 10.2474 8.43496 10.3888 0 4.24 0 0.13302 0.121157 41.6041 1.57556 40.3895 30.9495 0 0 30.2431 56.7467 58.6287 44.2497 0
"SRP72" 1.53753 21.3371 5.4023 9.95285 6.71035 0 26.7163 67.1686 19.1809 25.4285 40.0633 1.15099 0 24.2606 1.85787 0.569937 1.14381 8.40853 0 0.146242 0 1.46157 3.3617 0 0 0
"SRP9" 77.4386 305.735 212.612 93.7113 119.35 16.5208 0.236684 133.689 210.526 278.658 218.909 89.9064 52.8289 0.18965 8.02314 101.554 148.614 147.291 233.878 7.85802 0.253476 491.655 105.35 303.899 145.384 988.336
"SRPK1" 0 16.3539 2.99314 12.7152 4.61965 0 0 29.4374 0 0 5.17981 7.45859 0.076712 0 2.3662 21.9097 6.89366 4.77877 1.99867 23.0835 0 8.25397 8.98214 7.86497 0 0
"SRPK2" 0 25.1624 4.80082 12.9457 11.6252 0.328822 0.0881298 0 0 0 0 27.5995 0 68.6333 0.705625 0.706688 0 21.7984 11.596 0.146353 42.8239 12.5846 25.4833 27.4558 63.1907 0
"SRPR" 24.0546 19.0758 24.5163 39.5298 34.0998 25.0751 0 40.6427 66.8529 17.1115 20.109 33.0166 0.455256 82.6726 1.43403 14.1352 2.58726 8.43971 27.0157 8.6378 18.8958 31.0399 37.366 24.2017 36.7826 1.0214
"SRPRB" 5.55229 13.5501 26.4019 30.2503 23.056 13.3553 14.6378 0.171078 60.7546 42.0939 80.9247 20.2407 0 0 0 12.014 12.4455 36.3623 15.2869 0 0 9.11904 50.6254 0 0 8.73715
"SRPX" 0 0 0 5.27052 0 0 0 0 0 0 0 0 0 0 12.4676 0 0 0 0 0.166926 0 0 0 0 1.9664 0
"SRPX2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.128173 0 0 0 0 0 0
"SRR" 0 4.09837 1.88305 5.47699 4.30014 0 17.2859 0 25.3421 2.6164 0 4.5141 0 0 0 6.66095 0 6.14451 7.5701 0 0 6.52894 3.2032 0 0 0
"SRRD" 0 0 0 0 0.99452 0 0 0 0 0 0 0 0 0 0.408405 0 0 0 0 0 0 0 0 0 0 0
"SRRM1" 2.4654 6.38494 4.79685 0.9381 0.777196 34.1475 0 0.360668 0 17.1814 0 2.51221 16.3617 0 2.81692 3.76251 19.697 0 0 0 1.50142 2.73079 1.01828 3.28784 2.73435 0.0697522
"SRRM2" 0 4.90618 0.382497 0.509645 0.198219 0.83368 0 0 0.194865 0.278108 0 1.80496 0.594927 0 3.0094 0.107658 0 0 0 1.03381 0 1.11303 1.24528 0.0893549 0.131271 6.04904
"SRRM5" 0 0.157252 0 2.65994 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRRT" 18.8462 30.3228 7.76409 4.15592 7.51689 10.7164 19.8176 35.7785 5.40538 25.5733 2.45981 8.6564 0.113927 0 22.4671 0.968961 0 0 2.23679 20.2563 5.06311 8.79757 2.65028 0 19.3132 0
"SRSF1" 9.72564 13.2694 36.8187 10.7575 11.0684 1.99279 0 7.61464 18.6398 21.2164 13.2931 5.19602 0 0 0.395997 1.05747 0 29.7521 15.2105 11.0177 0 21.2666 30.2756 47.6365 0 0
"SRSF10" 7.98719 42.4744 36.1917 8.83081 15.6986 98.6914 33.4322 0.223969 4.39753 33.8645 0 2.66036 34.9103 0 10.8989 3.43047 0 32.6375 4.3556 11.2753 5.15251 14.0493 28.9858 0.47581 130.497 0
"SRSF11" 0 22.5488 0.301017 6.16205 2.24324 207.905 0 0 3.45778 5.59141 0 2.93062 46.9534 0 61.2324 24.7335 26.6903 0 6.27433 51.329 98.7706 33.6247 15.1061 0 201.548 458.786
"SRSF2" 18.692 15.8348 11.4734 7.72263 31.1706 106.662 14.7572 50.4251 0 27.2295 5.72114 22.7568 5.05244 0 39.5223 28.9562 0 2.6851 51.5382 2.88408 0 46.8807 1.61527 0 13.2386 199.326
"SRSF3" 9.64571 72.2896 77.2753 17.4598 33.0894 0.156844 0 72.4735 2.12515 44.0458 33.5221 7.89147 0 0 24.5412 12.9932 58.0526 45.637 98.321 33.4727 0.0969754 42.1034 21.2008 0 26.5173 169.428
"SRSF4" 2.63658 27.2939 44.9989 5.352 23.191 6.83322 0.659918 2.12277 29.3704 27.5753 27.4013 0.47949 52.9153 0 10.9423 43.0772 24.7916 13.0263 7.92032 3.83332 0 13.8076 18.645 0 0 0
"SRSF5" 4.0897 17.0678 11.8622 5.56824 20.0895 28.1253 0 0 18.057 16.1934 39.961 13.0752 0 12.3163 0 4.78012 0 0.721959 1.81566 12.1801 0 28.1916 6.39073 7.47398 10.4795 31.8383
"SRSF6" 0 13.837 0.329439 2.96382 16.6745 14.1343 0.173617 18.739 0 0 0 4.47214 0.180375 0 0.252425 4.48351 36.8742 4.60885 0.0572044 0 35.3736 12.8161 22.8766 0 0 0.220381
"SRSF7" 12.4132 33.2387 29.3506 25.3893 15.0509 53.9285 3.89587 0 10.3571 22.1596 48.6379 19.0408 5.67012 33.216 27.2691 12.9826 0.0805772 10.1221 33.577 0 38.4185 51.5957 13.5075 0 13.0581 0
"SRSF8" 0 0 2.87965 0 4.99406 3.07895 0 0 0 0.716993 0 0.78986 0.34804 0 0 0.1341 0 0 8.13703 13.1676 0 4.59625 10.7747 15.5856 0 0
"SRSF9" 22.0105 23.3533 27.6265 17.8894 43.2602 5.96629 0 62.4837 61.6703 38.2126 0 20.2189 7.25799 143.428 14.3623 13.8566 0 0 10.3021 0 0 7.16733 35.5025 58.8482 0 0
"SRXN1" 0 0 0 16.749 13.988 0.185445 0 93.9129 16.8874 4.78545 0 0.448827 0 0 3.05536 0.0495353 0 4.4766 0 5.64003 0 16.9343 17.0058 4.60638 0 0
